1F_1,#genre#
STREAM 37,http://stream2.fastcdn.me/flv/303.mp4
STREAM 38,http://stream2.fastcdn.me/flv/299.mp4
STREAM 39,http://stream2.fastcdn.me/flv/293.mp4
STREAM 4,http://stream2.fastcdn.me/flv/481.mp4
STREAM 40,http://stream2.fastcdn.me/flv/291.mp4
STREAM 41,http://stream2.fastcdn.me/flv/280.mp4
STREAM 42,http://stream2.fastcdn.me/flv/283.mp4
STREAM 43,http://stream2.fastcdn.me/flv/282.mp4
STREAM 44,http://stream2.fastcdn.me/flv/281.mp4
STREAM 45,http://stream2.fastcdn.me/flv/279.mp4
STREAM 46,http://stream2.fastcdn.me/flv/275.mp4
STREAM 47,http://stream2.fastcdn.me/flv/273.mp4
STREAM 48,http://stream2.fastcdn.me/flv/269.mp4
STREAM 49,http://stream2.fastcdn.me/flv/268.mp4
STREAM 5,http://stream2.fastcdn.me/flv/459.mp4
STREAM 50,http://stream2.fastcdn.me/flv/271.mp4
STREAM 51,http://stream2.fastcdn.me/flv/267.mp4
STREAM 52,http://stream2.fastcdn.me/flv/266.mp4
STREAM 53,http://stream2.fastcdn.me/flv/265.mp4
STREAM 54,http://stream2.fastcdn.me/flv/264.mp4
STREAM 55,http://stream2.fastcdn.me/flv/262.mp4
STREAM 56,http://stream2.fastcdn.me/flv/261.mp4
STREAM 57,http://stream2.fastcdn.me/flv/259.mp4
STREAM 58,http://stream2.fastcdn.me/flv/260.mp4
STREAM 59,http://stream2.fastcdn.me/flv/256.mp4
STREAM 6,http://stream2.fastcdn.me/flv/456.mp4
STREAM 60,http://stream2.fastcdn.me/flv/254.mp4
STREAM 61,http://stream2.fastcdn.me/flv/251.mp4
STREAM 62,http://stream2.fastcdn.me/flv/249.mp4
STREAM 63,http://stream2.fastcdn.me/flv/248.mp4
STREAM 64,http://stream2.fastcdn.me/flv/227.mp4
STREAM 65,http://stream2.fastcdn.me/flv/214.mp4
STREAM 66,http://stream2.fastcdn.me/flv/216.mp4
STREAM 67,http://stream2.fastcdn.me/flv/210.mp4
STREAM 68,http://stream2.fastcdn.me/flv/200.mp4
STREAM 69,http://stream2.fastcdn.me/flv/199.mp4
STREAM 7,http://stream2.fastcdn.me/flv/451.mp4
STREAM 70,http://stream2.fastcdn.me/flv/197.mp4
STREAM 71,http://stream2.fastcdn.me/flv/196.mp4
STREAM 72,http://stream2.fastcdn.me/flv/195.mp4
STREAM 73,http://stream2.fastcdn.me/flv/193.mp4
STREAM 8,http://stream2.fastcdn.me/flv/422.mp4
STREAM 9,http://stream2.fastcdn.me/flv/414.mp4 
 Extrema TV,http://livestreamcdn.net:1935/ExtremaTV/ExtremaTV/playlist.m3u8
MULTIMEDIOS,http://mdstrm.com/live-stream-playlist/57b4dbf5dbbfc8f16bb63ce1.m3u8
Teleritmo,http://mdstrm.com/live-stream-playlist/57b4dc126338448314449d0c.m3u8
MULTIMEDIOS MONTERREY HD,http://mdstrm.com/live-stream-playlist/57b4dbf5dbbfc8f16bb63ce1.m3u8
CINE Y SERIES:Extrema TV,http://livestreamcdn.net:1935/ExtremaTV/ExtremaTV/playlist.m3u8
 Multimedios Monterrey,http://mdstrm.com/live-stream-playlist/57b4dbf5dbbfc8f16bb63ce1.m3u8
Holvoet TV Chile,http://unlimited6-cl.dps.live/holvoettv/holvoettv.smil/holvoettv/livestream1/chunks.m3u8
Canal 9 (Argentina),http://panel.dattalive.com:1935/8250/8250/playlist.m3u8
Canal 9 Salta,http://panel.dattalive.com:1935/8250/8250/playlist.m3u8?iptvgratis?chile.m3u8
Ovacion,http://cdn2.ujjina.com:1935/iptvovacion1/liveovacion1tv/playlist.m3u8
Wow TV (El Salvador),http://cdn.elsalvadordigital.com:1935/wowtv/wowtv/playlist.m3u8
 Wow TV,http://cdn.elsalvadordigital.com:1935/wowtv/wowtv/chunklist_w84588335.m3u8
Futuro 88.9 (Chile),http://unlimited6-cl.dps.live/futurotv/futurotv.smil/playlist.m3u8
WOW TV,http://cdn.elsalvadordigital.com:1935/wowtv/wowtv/playlist.m3u8
Wow TV,http://cdn.elsalvadordigital.com:1935/wowtv/wowtv/playlist.m3u8?
 Ovacion | SD,http://cdn2.ujjina.com:1935/iptvovacion1/liveovacion1tv/playlist.m3u8
 Multimedios Monterrey | HD,http://mdstrm.com/live-stream-playlist/57b4dbf5dbbfc8f16bb63ce1.m3u8
 TeleSafor | HD,http://video.telesafor.com/hls/video_high.m3u8
 Camara de Diputados | SD,http://camara.03.cl.cdnz.cl/camara19/live/chunklist.m3u8
 TV Senado | HD,http://janus-tv-ply.senado.cl/playlist/stream.m3u8?s=tvsenado-hd
 Canal Provincial | SD,http://www.trimi.com.ar/provincial/streaming/mystream.m3u8
 WOW TV | SD,http://cdn.elsalvadordigital.com:1935/wowtv/wowtv/playlist.m3u8
 MX: achoAPPS.com ACENTO TV,http://acentotv01.streamprolive.com/hls/live.m3u8
 MX: achoAPPS.com COLOSAL TV,http://tv.ticosmedia.com:1935/COLOSAL/COLOSAL/playlist.m3u8
 MX: achoAPPS.com EXTREMA TV,http://livestreamcdn.net:1935/ExtremaTV/ExtremaTV/playlist.m3u8
 MX: achoAPPS.com RED ADVENIR,http://streamer1.streamhost.org:1935/salive/GMIredadvenirh/playlist.m3u8
 MX: achoAPPS.com WOW TV,http://cdn.elsalvadordigital.com:1935/wowtv/wowtv/playlist.m3u8
AdultIPTV.net Live Cams,http://cdn.adultiptv.net/livecams.m3u8
AdultIPTV.net Anal,http://cdn.adultiptv.net/anal.m3u8
AdultIPTV.net Big Ass,http://cdn.adultiptv.net/bigass.m3u8
AdultIPTV.net Big Dick,http://cdn.adultiptv.net/bigdick.m3u8
AdultIPTV.net Big Tits,http://cdn.adultiptv.net/bigtits.m3u8
AdultIPTV.net Blonde,http://cdn.adultiptv.net/blonde.m3u8
AdultIPTV.net Blowjob,http://cdn.adultiptv.net/blowjob.m3u8
AdultIPTV.net Brunette,http://cdn.adultiptv.net/brunette.m3u8
AdultIPTV.net Compilation,http://cdn.adultiptv.net/compilation.m3u8
AdultIPTV.net Cuckold,http://cdn.adultiptv.net/cuckold.m3u8
AdultIPTV.net Fetish,http://cdn.adultiptv.net/fetish.m3u8
AdultIPTV.net Gangbang,http://cdn.adultiptv.net/gangbang.m3u8
AdultIPTV.net Gay,http://cdn.adultiptv.net/gay.m3u8
AdultIPTV.net Hardcore,http://cdn.adultiptv.net/hardcore.m3u8
AdultIPTV.net Interracial,http://cdn.adultiptv.net/interracial.m3u8
AdultIPTV.net Latina,http://cdn.adultiptv.net/latina.m3u8
AdultIPTV.net Lesbian,http://cdn.adultiptv.net/lesbian.m3u8
AdultIPTV.net MILF,http://cdn.adultiptv.net/milf.m3u8
AdultIPTV.net Pornstar,http://cdn.adultiptv.net/pornstar.m3u8
AdultIPTV.net POV,http://cdn.adultiptv.net/pov.m3u8
AdultIPTV.net Rough,http://cdn.adultiptv.net/rough.m3u8
AdultIPTV.net Russian,http://cdn.adultiptv.net/russian.m3u8
AdultIPTV.net Teen,http://cdn.adultiptv.net/teen.m3u8
AdultIPTV.net Threesome,http://cdn.adultiptv.net/threesome.m3u8
 Juice2,http://live.redtraffic.xyz/bigass.m3u8
 SEXTATION 2,http://live.redtraffic.xyz/cuckold.m3u8
AMC日舞,http://pili-live-hdl.qhmywl.com:80/dsdtv/40d0812307cd389be76c358de7f4913e.m3u8
WaKaWaka Japan,http://pili-live-hdl.qhmywl.com:80/dsdtv/6fab3a8298ba5097394c5fdcdea8ea81.m3u8
韩国娱乐台,http://pili-live-hdl.qhmywl.com:80/dsdtv/8ae61414f7e2972598956105e2e9969d.m3u8
LIFE TIME,http://pili-live-hdl.qhmywl.com:80/dsdtv/d8ab211a4f23fe8e143757d13ade9b32.m3u8
韩国Arirang (Opt-1),http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
越南ANTVHD,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
美国CGTN (Opt-1),http://live.cgtn.com/500/prog_index.m3u8
美国CGTN (Opt-2),http://live.cgtn.com/1000/prog_index.m3u8
加拿大The Shopping Channel,http://tscstreaming-lh.akamaihd.net/i/TSCLiveStreaming_1@91031/master.m3u8
德国Baden TV,http://badentv-stream2.siebnich.info/rtplive/btv.stream/live.m3u8
德国Noa 4 Norderstedt,http://hls1.wtnet.de/noa4/apple/wifi6500.m3u8
德国Noa 4 Hamburg,http://hls1.wtnet.de/noa4hh/apple/wifi6500.m3u8
意大利Canale 7,http://wms.shared.streamshow.it:1935/canale7/canale7/live.m3u8
意大利Sky TG24,http://skyianywhere2-i.akamaihd.net:80/hls/live/200275/tg24/playlist.m3u8
意大利SuperTV,http://wms.shared.streamshow.it:1935/supertv/supertv/live.m3u8
西班牙TeleSafor,http://video.telesafor.com/hls/video_low.m3u8
俄罗斯Astrakhan 24 (Opt-2),http://streaming.astrakhan.ru/astrakhan24/index.m3u8
俄罗斯Mir,http://hls.mirtv.cdnvideo.ru/mirtv-parampublish/mirtv_2500/playlist.m3u8
俄罗斯Mir 24 (Opt-1),http://hls.mirtv.cdnvideo.ru/mirtv-parampublish/mir24_2500/playlist.m3u8
俄罗斯RBC (Opt-1),http://92.50.128.180/utv/1358/index.m3u8
俄罗斯RBC (Opt-2),http://online.video.rbc.ru/online/rbctv_480p/index.m3u8
俄罗斯RBC (Opt-3),http://online.video.rbc.ru/online/rbctv_576p/index.m3u8
俄罗斯Shanson TV (Opt-1),http://hls.shansontv.cdnvideo.ru/shansontv/smil:shansontv.smil/playlist.m3u8
俄罗斯Shanson TV (Opt-2),http://chanson-video.hostingradio.ru:8080/hls/chansonabr/live.m3u8
俄罗斯Tivikom Ulan-Udje,http://tvcom.stream.intelema.ru/tvcom/studio/index.m3u8
俄罗斯TRO Soyuz,http://live2.mediacdn.ru/sr1/tro/playlist.m3u8
波兰TV Kujawy (Opt-1),http://stream.tvkujawy.pl:8080/live/broadcast.m3u8
波兰TV Torun,http://217.173.176.107:1935/live/ngrp:tvk.stream_all/master.m3u8
新西兰Three,http://mediaworks-i.akamaihd.net/hls/live/220435/3812193411001/3news_live/master.m3u8
拉丁美洲CGTN,http://livees.cgtn.com/1000e/prog_index.m3u8
哥斯达黎加 Extrema TV,http://livestreamcdn.net:1935/ExtremaTV/ExtremaTV/playlist.m3u8
摩尔多瓦NTV,http://93.115.137.166/hls/ntvm.m3u8
马其顿 Sky Folk TV,http://skyfolk.mk/live.m3u8
捷克Retro (Opt-1),http://stream.mediawork.cz/retrotv/retrotvHQ1/playlist.m3u8
斯洛伐克TV 8,http://109.74.145.11:1935/tv8/mp4:tv8.stream_360p/chunklist_w974670813.m3u8
斯洛伐克TVNZ,http://s1.media-planet.sk:80/live/novezamky/BratuMarian.m3u8
拉脱维亚RETV,http://edge-telia1.tiesraides.lv/live/retv.lv.1_1/playlist_b1825196.m3u8
拉脱维亚TV Net,http://player.tvnet.lv/stream/amlst:61659/chunklist_w1822312625_b528000_pd892000.m3u8
希腊Fox TV,http://live.streams.ovh:1935/foxtv/foxtv/playlist.m3u8
希腊Ionian Channel,http://stream.ioniantv.gr:8081/ionian/live/playlist.m3u8
伊朗PBC Tapesh TV,http://iptv.tapesh.tv/tapesh/playlist.m3u8
伊拉克 Sharqiya News,http://ns8.indexforce.com:1935/alsharqiyalive/mystream/playlist.m3u8
阿拉伯联合酋长国Al Arabiya,http://www.elahmad.com/tv/m3u8/arabiya.m3u8?id=aa
阿拉伯联合酋长国Dubai One,http://www.elahmad.com/tv/m3u8/dubaitv.m3u8?id=dubaione
卡塔尔 Al Kass Sports 3,http://www.elahmad.com/tv/m3u8/alkass.m3u8?id=alkass3
国外MTV HD德国,http://de1se01.v2beat.live/playlist.m3u8
国外Kabbalah for the People (Israel),http://edge1.il.kab.tv/rtplive/tv66-heb-high.stream/playlist.m3u8
Musayof (Israel),http://wowza.media-line.co.il/Musayof-Live/livestream.sdp/playlist.m3u8
国外Christian Youth Channel (Egypt),http://media.smc-host.com:1935/cycnow.com/cyc2/chunklist_w884806316.m3u8
国外JRES TV (USA) [ES],http://teleredmcp.com:1935/jrestv/jrestv/chunklist_w1193494329.m3u8
TV 2000* (Italy),http://cld01ibi16.wz.tv2000.it/tv2000_alfa.m3u8
国外All Nations TV (USA),http://telvuelive-i.akamaihd.net/hls/live/203868/T01997/playlist.m3u8
国外Christian Television Network (USA),http://184.164.158.202:1936/48/smil:48.smil/playlist.m3u8
国外Extrema TV (USA),http://livestreamcdn.net:1935/ExtremaTV/ExtremaTV/playlist.m3u8
国外NRB Network (USA),http://uni6rtmp.tulix.tv/nrbnetwork/myStream.sdp/playlist.m3u8
国外Nuevo Tiempo (Chile),http://stream.novotempo.com:1935/tv/tvnuevotiempo.stream/live.m3u8
国外CDM Internacional (Puerto Rico),http://205.164.56.130:1935/marcos536/marcos536/playlist.m3u8
国外Red ADVenir (Bolivia),http://streamer1.streamhost.org:1935/salive/GMIredadvenirh/playlist.m3u8
国外Novo Tempo (Brazil),http://stream.novotempo.com:1935/tv/tvnovotempo.smil/live.m3u8
国外Rede Gospel (Brazil),http://media01.s12.com.br:1935/live/redegospel/Rede_Gospel.m3u8
国外Nadiya (Ukraine),http://stream.hope.ua/hopeua/live_1/playlist.m3u8
国外HVCC (USA) [RO],http://cdn.credonet.tv:8081/hvcc/smil:livehv.smil/playlist.m3u8
国外Al Hayat 2 (Egypt),http://media.islamexplained.com:1935/live/ngrp:ahusa.stream_all/FluxusTV.m3u8
国外Iqraa (KSA),http://www.elahmad.com/tv/m3u8/dubaitv.m3u8?id=iqraa_arabic
国外Iqraa Int'l (KSA) [EN],http://www.elahmad.com/tv/m3u8/dubaitv.m3u8?id=iqraa_america
国外Nour Dubai* (UAE),http://www.elahmad.com/tv/m3u8/dubaitv.m3u8?id=noordubaitv
国外KTV Ethraa (Kuwait),https://svs.itworkscdn.net/ktvethraalive/kethraa.smil/playlist.m3u8
国外Nour El Sham* (Syria),http://www.elahmad.com/tv/m3u8/syriatv.m3u8?id=syria_nour
国外Miami TV (Mexico),http://59ec5453559f0.streamlock.net/mexicotv/smil:miamitvmexico/chunklist_b1896000.m3u8?fluxuslust.m3u8
国外Visit-X TV (Opt-1),http://stream.visit-x.tv/vxtv/live/playlist.m3u8?fluxuslust.m3u8
国外Visit-X TV (Opt-2),http://stream.visit-x.tv:1935/vxtv/live_720p/playlist.m3u8?fluxuslust.m3u8
国外Young Girls Tube - VOD 05,http://img4.younggirlstube.com/scj/thumbs/galleries/7/019/0_476.flv
国外Young Girls Tube - VOD 06,http://img3.younggirlstube.com/scj/thumbs/galleries/7/320/0_228.flv
国外Young Girls Tube - VOD 08,http://img3.younggirlstube.com/scj/thumbs/galleries/7/870/0_631.flv
