Foreign,#genre#	
#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/2EsFuSR.png" group-title="USA",国外Clear Lake - South Dakota
http://75.102.185.50:8888/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/2EsFuSR.png" group-title="USA",国外Madison - Wisconsin 01
http://198.150.52.75:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/2EsFuSR.png" group-title="USA",国外Boston - Massachusetts
http://129.10.161.241:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/u13UUNX.jpg" group-title="CANADA",国外The Blue Mountains - Ontario - Craigleith Ski Club
http://72.143.50.74:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/u13UUNX.jpg" group-title="CANADA",国外Montreal - Quebec
http://69.70.89.58:8001/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/DKko4X9.png" group-title="FINLAND",国外Pieksamaki - Pieksanjarvi Lake
http://79.141.146.78:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/Ytw2AJh.png" group-title="SWEDEN",国外Sjoberg - Vasterbottens Lan
http://81.8.239.195:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/TL6iaIh.png" group-title="NORWAY",国外Kristiansund - More Og Romsdal
http://85.93.226.222:8081/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/TL6iaIh.png" group-title="NORWAY",国外Gjora - SuCom AS
http://88.84.54.2:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/cCliBTl.png" group-title="NETHERLANDS",国外Den Haag - Zuid-Holland
http://145.131.207.18:82/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/JC440IR.png" group-title="GERMANY",国外FSC Webcam
http://62.214.4.38:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/JC440IR.png" group-title="GERMANY",国外Friedrichshafen - Baden-Wurttemberg - Zeppelinflug
http://212.62.204.231:8080/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/JC440IR.png" group-title="GERMANY",国外Bremen - Gemeinde Rednitzhembach Rathausplatz
http://217.91.208.210:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/V1N2sY9.png" group-title="AUSTRIA",国外Braunau am Inn - Oberosterreich [M3U8]
http://92.39.160.45:8081/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/V1N2sY9.png" group-title="AUSTRIA",国外Salzburg 01
http://213.153.61.185:8084/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/V1N2sY9.png" group-title="AUSTRIA",国外Salzburg 02
http://195.70.117.61:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/V1N2sY9.png" group-title="AUSTRIA",国外Jerzens - Tirol - Airport
http://83.218.163.132:8081/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/V1N2sY9.png" group-title="AUSTRIA",国外Salzburg - Berggasthof BiBerg
http://85.199.24.194:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/8xPxB3h.jpg" group-title="SWITZERLAND",国外Basel-Stadt - Neubau Biozentrum
http://131.152.126.150:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/8xPxB3h.jpg" group-title="SWITZERLAND",国外Zurich - Stalder Kucher
http://213.200.245.146:83/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/8xPxB3h.jpg" group-title="SWITZERLAND",国外Lausanne - Vaud 01
http://130.223.93.252:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/vls3aIR.png" group-title="ITALY",国外Rome - Lazio - St. Peter's Basilica
http://93.146.249.144:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/vls3aIR.png" group-title="ITALY",国外Pisa - Toscana
http://79.5.248.181:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/ijL2CTK.png" group-title="RUSSIA",国外Karachay-Cherkessia - Zelenchukskaya Observatory
http://83.239.123.252:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/ijL2CTK.png" group-title="RUSSIA",国外Ryazan Oblast - Vyshenski Monastyr
http://212.26.225.115:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/ijL2CTK.png" group-title="RUSSIA",国外Sverdlovsk Oblast - Lukino-Varino
http://46.160.244.38:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/ijL2CTK.png" group-title="RUSSIA",国外Korolyov - Moscow Oblast - Korolev Sity
http://46.160.254.214:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/ijL2CTK.png" group-title="RUSSIA",国外Penza - Penza Oblast - Pushkina 43
http://85.237.63.165:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/ijL2CTK.png" group-title="RUSSIA",国外Vladimir - Vladimir Oblast
http://84.53.206.194:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/ZDNQvWv.png" group-title="POLAND",国外Chrzanowice - Gomunice Lodzkie
http://91.222.109.142:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/ZDNQvWv.png" group-title="POLAND",国外Tarnow - Malopolskie - Starodabrowska Polnoc
http://95.174.36.75:8084/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/qDrNnrU.png" group-title="CZECH REP.",国外Zlin
http://77.48.209.214:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/qDrNnrU.png" group-title="CZECH REP.",国外Baska - Moravskoslezsky Kraj
http://217.197.149.7:88/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/qDrNnrU.png" group-title="CZECH REP.",国外Velke Mezirici - Vysocina Kraj
http://78.156.144.221:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/aGhVfMd.png" group-title="SLOVAKIA",国外Malacky 01
http://78.41.175.170:2000/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/aGhVfMd.png" group-title="SLOVAKIA",国外Malacky 02
http://78.41.175.170:80/mjpg/video.mjpg

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://i.imgur.com/UkTalha.png" group-title="CHINA",国外Shanghai - Skyline [M3U8]
http://bililive.kksmg.com/hls/sdi80/playlist.m3u8

#EXTINF:-1 tvg-logo="https://www.nibbletv.info/img/ch/jasmintv.png" group-title="-IPTV",国外Jasmin TV (Opt-1)
http://109.71.162.112:1935/live/hd.jasminchannel.stream/playlist.m3u8?fluxuslust.m3u8

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://www.vivalivetv.com/public/files/shows/0/1/70-294x165-000000.jpg" group-title="-IPTV",国外Miami TV (Mexico)
http://59ec5453559f0.streamlock.net/mexicotv/smil:miamitvmexico/chunklist_b1896000.m3u8?fluxuslust.m3u8

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="http://www.giniko.com/logos/190x110/95.png" group-title="-IPTV",国外Miami TV (USA)
http://usaserver.miamitvchannel.com/miamitv/smil:miamitv/playlist.m3u8?fluxuslust.m3u8

#EXTINF:-1 tvg-logo="http://images.zattic.com/logos/99c52002fd7a7a01f017/white/210x120.png" group-title="-IPTV",国外Visit-X TV (Opt-1)
http://stream.visit-x.tv/vxtv/live/playlist.m3u8?fluxuslust.m3u8

#EXTINF:-1 tvg-logo="http://images.zattic.com/logos/99c52002fd7a7a01f017/white/210x120.png" group-title="-IPTV",国外Visit-X TV (Opt-2)
http://stream.visit-x.tv:1935/vxtv/live_720p/playlist.m3u8?fluxuslust.m3u8

#EXTINF:-1 tvg-logo="http://i.imgur.com/ur8xpQ7.png" group-title="OTHER",国外Other - Seventeen Video 01
http://galleries.payserve.com/1/43131/55380/5mins_sv.flv

#EXTINF:-1 tvg-logo="https://i.imgur.com/l8wtDXF.png" group-title="BRAZIL TUBE",国外Brazil Tube - VOD 001
http://gzmbu8bjh3.singularcdn.net.br/get_file/1/fe900c9da9b70b45716793b2ec6d496c00bec5df75/22000/22160/22160_480p.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/l8wtDXF.png" group-title="BRAZIL TUBE",国外Brazil Tube - VOD 002
http://gzmbu8bjh3.singularcdn.net.br/get_file/1/34a4ffea6a3b6e7eb540ef2b9c87d1837e979cc4f4/22000/22208/22208_720p.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/l8wtDXF.png" group-title="BRAZIL TUBE",国外Brazil Tube - VOD 003
http://gzmbu8bjh3.singularcdn.net.br/get_file/1/09c220507e5eacd02a880a5c0d86d2f054502a0687/21000/21377/21377_480p.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/l8wtDXF.png" group-title="BRAZIL TUBE",国外Brazil Tube - VOD 004
http://gzmbu8bjh3.singularcdn.net.br/get_file/1/8b6be2c1709099cf93b91e7f678c2405e83cc07459/21000/21437/21437_480p.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/l8wtDXF.png" group-title="BRAZIL TUBE",国外Brazil Tube - VOD 005
http://gzmbu8bjh3.singularcdn.net.br/get_file/1/ab4875ffc054d310b3c9212cad744105caede94cbf/21000/21604/21604_720p.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/l8wtDXF.png" group-title="BRAZIL TUBE",国外Brazil Tube - VOD 006
http://gzmbu8bjh3.singularcdn.net.br/get_file/1/31dd38c89a8141393b55e646ddef3ff0e0fb32374f/21000/21852/21852_240p.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/l8wtDXF.png" group-title="BRAZIL TUBE",国外Brazil Tube - VOD 007
http://gzmbu8bjh3.singularcdn.net.br/get_file/1/e71af7fb85907d1dcdeb67294606aa968e82f2b211/19000/19307/19307_720p.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/l8wtDXF.png" group-title="BRAZIL TUBE",国外Brazil Tube - VOD 008
http://gzmbu8bjh3.singularcdn.net.br/get_file/1/39e59697fb545c20e6579a1ef9a3ea0bcdba216fdf/19000/19133/19133_360p.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/l8wtDXF.png" group-title="BRAZIL TUBE",国外Brazil Tube - VOD 009
http://gzmbu8bjh3.singularcdn.net.br/get_file/1/5b732cbd90fb4ae00e4b00687f76e8e20698260669/19000/19288/19288_720p.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/l8wtDXF.png" group-title="BRAZIL TUBE",国外Brazil Tube - VOD 010
http://gzmbu8bjh3.singularcdn.net.br/get_file/1/9ad35805e2670ae8523b6ceabb5d826db39d0d2dd4/20000/20347/20347_720p.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/l8wtDXF.png" group-title="BRAZIL TUBE",国外Brazil Tube - VOD 011
http://gzmbu8bjh3.singularcdn.net.br/get_file/1/01a5b4326587179de1c1c4d9424a54e33314993860/21000/21622/21622_720p.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/l8wtDXF.png" group-title="BRAZIL TUBE",国外Brazil Tube - VOD 012
http://gzmbu8bjh3.singularcdn.net.br/get_file/1/cb4ae6395bb82e8b711b220c31151cf925cfcce3f8/21000/21718/21718_480p.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/l8wtDXF.png" group-title="BRAZIL TUBE",国外Brazil Tube - VOD 013
http://gzmbu8bjh3.singularcdn.net.br/get_file/1/1337a738b4fd5a50686c3eeb5e0b5bed2f86053e9f/21000/21717/21717_480p.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/l8wtDXF.png" group-title="BRAZIL TUBE",国外Brazil Tube - VOD 014
http://gzmbu8bjh3.singularcdn.net.br/get_file/1/9c06408da3a8c4aa8eb0f1c76a0c65d305147cda8d/21000/21715/21715_720p.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/l8wtDXF.png" group-title="BRAZIL TUBE",国外Brazil Tube - VOD 015
http://gzmbu8bjh3.singularcdn.net.br/get_file/1/df3ec0bc3c9cdf0da0338717be8a6bf017119c485b/21000/21339/21339_720p.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/l8wtDXF.png" group-title="BRAZIL TUBE",国外Brazil Tube - VOD 016
http://gzmbu8bjh3.singularcdn.net.br/get_file/1/9fc60d8a025b57ddfad75bd4b4d494855ca8cb739d/18000/18952/18952_360p.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/l8wtDXF.png" group-title="BRAZIL TUBE",国外Brazil Tube - VOD 017
http://gzmbu8bjh3.singularcdn.net.br/get_file/1/0b35c5f955c72ff8c23131e6217bf679832c9629c2/2000/2116/2116_720p.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/l8wtDXF.png" group-title="BRAZIL TUBE",国外Brazil Tube - VOD 018
http://gzmbu8bjh3.singularcdn.net.br/get_file/1/99d02092b408964ec2938497e8548b8fc8f63bbec9/2000/2131/2131_720p.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/l8wtDXF.png" group-title="BRAZIL TUBE",国外Brazil Tube - VOD 019
http://gzmbu8bjh3.singularcdn.net.br/get_file/1/939dfd767a7cb07739a77f9f80e20491e763ccfa76/2000/2208/2208_480p.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/l8wtDXF.png" group-title="BRAZIL TUBE",国外Brazil Tube - VOD 020
http://gzmbu8bjh3.singularcdn.net.br/get_file/1/154de9282302a6b26fa97650b90a3d5386dc7219ac/2000/2121/2121_480p.mp4

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="https://i.imgur.com/b3Hr4xL.jpg" group-title="ARABIAN CHICKS",国外Arabian Chicks - VOD 001
https://media.arabianchicks.com/videos/7/7/6/0/5/77605b198f44b7789.mp4

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="https://i.imgur.com/b3Hr4xL.jpg" group-title="ARABIAN CHICKS",国外Arabian Chicks - VOD 002
https://media.arabianchicks.com/videos/5/7/9/a/5/579a543dc0854xc15168-1080p.mp4

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="https://i.imgur.com/b3Hr4xL.jpg" group-title="ARABIAN CHICKS",国外Arabian Chicks - VOD 003
https://media.arabianchicks.com/videos/5/7/9/a/5/579a543dc294axc15171-1080p.mp4

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="https://i.imgur.com/b3Hr4xL.jpg" group-title="ARABIAN CHICKS",国外Arabian Chicks - VOD 004
https://media.arabianchicks.com/videos/5/7/9/a/5/579a543dc288fxc15170-1080p.mp4

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="https://i.imgur.com/b3Hr4xL.jpg" group-title="ARABIAN CHICKS",国外Arabian Chicks - VOD 005
https://media.arabianchicks.com/videos/5/7/9/a/5/579a543dc0a3cxc15169-1080p.mp4

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="https://i.imgur.com/b3Hr4xL.jpg" group-title="ARABIAN CHICKS",国外Arabian Chicks - VOD 006
https://media.arabianchicks.com/videos/5/7/9/a/5/579a543da37dcxc15167-1080p.mp4

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="https://i.imgur.com/b3Hr4xL.jpg" group-title="ARABIAN CHICKS",国外Arabian Chicks - VOD 007
https://media.arabianchicks.com/videos/5/7/9/a/5/579a543dc29f3xc15326-1080p.mp4

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="https://i.imgur.com/b3Hr4xL.jpg" group-title="ARABIAN CHICKS",国外Arabian Chicks - VOD 008
https://media.arabianchicks.com/videos/5/7/a/c/3/57ac3a5ca666bxc153399-1080p.mp4

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="https://i.imgur.com/b3Hr4xL.jpg" group-title="ARABIAN CHICKS",国外Arabian Chicks - VOD 009
https://media.arabianchicks.com/videos/5/7/d/e/6/57de6f25ebada.mp4

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="https://i.imgur.com/b3Hr4xL.jpg" group-title="ARABIAN CHICKS",国外Arabian Chicks - VOD 010
https://media.arabianchicks.com/videos/5/7/f/f/f/57fff8af7cab5.mp4

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="https://i.imgur.com/b3Hr4xL.jpg" group-title="ARABIAN CHICKS",国外Arabian Chicks - VOD 011
https://media.arabianchicks.com/videos/5/8/5/0/2/585022804a04f.mp4

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="https://i.imgur.com/b3Hr4xL.jpg" group-title="ARABIAN CHICKS",国外Arabian Chicks - VOD 012
https://media.arabianchicks.com/videos/5/9/d/d/f/59ddffcea29a3.mp4

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="https://i.imgur.com/b3Hr4xL.jpg" group-title="ARABIAN CHICKS",国外Arabian Chicks - VOD 013
https://media.arabianchicks.com/videos/5/b/1/1/5/5b1156da28f56-tourofbooty-vid2.mp4

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="https://i.imgur.com/b3Hr4xL.jpg" group-title="ARABIAN CHICKS",国外Arabian Chicks - VOD 014
https://media.arabianchicks.com/videos/5/9/d/d/f/59de068d115f2.mp4

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="https://i.imgur.com/b3Hr4xL.jpg" group-title="ARABIAN CHICKS",国外Arabian Chicks - VOD 015
https://media.arabianchicks.com/videos/5/b/1/e/7/5b1e7cb5d0e7d-tourofbooty-vid4.mp4

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="https://i.imgur.com/b3Hr4xL.jpg" group-title="ARABIAN CHICKS",国外Arabian Chicks - VOD 016
https://media.arabianchicks.com/videos/5/9/d/d/f/59de0e39ea9e0.mp4

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="https://i.imgur.com/b3Hr4xL.jpg" group-title="ARABIAN CHICKS",国外Arabian Chicks - VOD 017
https://media.arabianchicks.com/videos/5/b/1/1/5/5b1156da280af-tourofbooty-vid1.mp4

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="https://i.imgur.com/b3Hr4xL.jpg" group-title="ARABIAN CHICKS",国外Arabian Chicks - VOD 018
https://media.arabianchicks.com/videos/5/b/2/8/2/5b282867e1193-tourofbootty-vid-5.mp4

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="https://i.imgur.com/b3Hr4xL.jpg" group-title="ARABIAN CHICKS",国外Arabian Chicks - VOD 019
https://media.arabianchicks.com/videos/5/b/1/1/5/5b1156da29cdf-tourofbooty-vid3.mp4

#EXTINF:-1 tvg-id="" tvg-name="" tvg-logo="https://i.imgur.com/b3Hr4xL.jpg" group-title="ARABIAN CHICKS",国外Arabian Chicks - VOD 020
https://media.arabianchicks.com/videos/5/9/f/f/7/59ff7cac45f9d-tc14535-1080p.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/34gc6Cz.png" group-title="PORNEQ",国外Porneq - VOD 01
http://porneq.com/media/porn5/videos/465/Amanda-Black-20-10-2015-Mylove-360p-2Df89PnA8q2.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/34gc6Cz.png" group-title="PORNEQ",Porneq - VOD 02
http://porneq.com/media/porn2/videos/904/Blonde-Hottie-Fucking-with-Asslicking-Front-Hidden-Webcam-Cumshot-on-Ass-360p-MuRBZyuxvaa.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/34gc6Cz.png" group-title="PORNEQ",国外Porneq - VOD 03
http://porneq.com/media/porn7/videos/1929/Dirty-Western-2-Smokin-Guns-1995-Full-Movie-360p-7vnRLFOTPE2.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/34gc6Cz.png" group-title="PORNEQ",国外Porneq - VOD 06
http://porneq.com/media/porn7/videos/1876/Nika-Noire-loves-teasing-Madison-Scotts-moist-pussy-PIR-TE-Nika-Noire-loves-teasing-Madison-Scotts-moist-pussy-360p-FfBh6youF6y.mp4

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 01
http://galleries.3dcatchyfetish.com/tube/001/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 03
http://galleries.3dcatchyfetish.com/tube/003/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 04
http://galleries.3dcatchyfetish.com/tube/004/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 05
http://galleries.3Dcatchyfetish.com/tube/005/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 06
http://galleries.3Dcatchyfetish.com/tube/006/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 07
http://galleries.3Dcatchyfetish.com/tube/007/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 08
http://galleries.3Dcatchyfetish.com/tube/008/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 09
http://galleries.3Dcatchyfetish.com/tube/009/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 10
http://galleries.3Dcatchyfetish.com/tube/010/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 11
http://galleries.3Dcatchyfetish.com/tube/012/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 12
http://galleries.3Dcatchyfetish.com/tube/011/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 13
http://galleries.3Dcatchyfetish.com/tube/013/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 14
http://galleries.3Dcatchyfetish.com/tube/014/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 15
http://galleries.3Dcatchyfetish.com/tube/015/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 17
http://galleries.3Dcatchyfetish.com/tube/017/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 18
http://galleries.3Dcatchyfetish.com/tube/018/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 19
http://galleries.3Dcatchyfetish.com/tube/019/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 20
http://galleries.3Dcatchyfetish.com/tube/020/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 21
http://galleries.3Dcatchyfetish.com/tube/021/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 22
http://galleries.3Dcatchyfetish.com/tube/022/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 23
http://galleries.3Dcatchyfetish.com/tube/023/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 24
http://galleries.3Dcatchyfetish.com/tube/024/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 25
http://galleries.3Dcatchyfetish.com/tube/025/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 26
http://galleries.3Dcatchyfetish.com/tube/026/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 27
http://galleries.3Dcatchyfetish.com/tube/027/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 28
http://galleries.3Dcatchyfetish.com/tube/028/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 29
http://galleries.3Dcatchyfetish.com/tube/029/trailer.f4v

#EXTINF:-1 tvg-logo="https://i.imgur.com/We4ucFa.jpg" group-title="3D PORN ACTION",国外3D Porn Action - VOD 30
http://galleries.3Dcatchyfetish.com/tube/030/trailer.f4v

#EXTINF:-1 tvg-logo="http://i.imgur.com/wauTPQN.png" group-title="WOW PORN",国外Wow Porn - VOD 01
http://content2.sexforsure.com/2013/07/02/12/Video.mp4

#EXTINF:-1 tvg-logo="http://i.imgur.com/wauTPQN.png" group-title="WOW PORN",国外Wow Porn - VOD 02
http://content2.sexforsure.com/2013/07/03/3/Video.mp4

#EXTINF:-1 tvg-logo="http://i.imgur.com/wauTPQN.png" group-title="WOW PORN",国外Wow Porn - VOD 03
http://content2.sexforsure.com/2013/07/02/18/Video.mp4

#EXTINF:-1 tvg-logo="http://i.imgur.com/wauTPQN.png" group-title="WOW PORN",国外Wow Porn - VOD 04
http://content2.sexforsure.com/2013/07/03/18/Video.mp4

